age,age_onset,birthplace,filename,native_language,sex,speakerid,country,audio_length,max_freq,db
40.0,0.0,"edmonton, alberta, canada",english312,english,famale,1113,canada,19.66199546485261,22050.0,32.26037846118465
28.0,0.0,"silver spring, maryland, usa",english313,english,male,1119,usa,18.0881179138322,22050.0,33.48583407862529
26.0,0.0,"memphis, tennessee, usa",english314,english,famale,1120,usa,19.70122448979592,22050.0,33.895011166542986
25.0,0.0,"los angeles, california, usa",english315,english,male,1121,usa,22.829160997732426,22050.0,30.214600956186928
33.0,0.0,"sacramento, california, usa",english316,english,male,1122,usa,19.89174603174603,22050.0,32.866625546558915
26.0,0.0,"burlington, vermont, usa",english317,english,male,1132,usa,24.286666666666665,24000.0,14.768126058412038
46.0,0.0,"sarnia, ontario, canada",english318,english,male,1137,canada,25.553990929705215,22050.0,33.10055494483282
29.0,0.0,"grimsby, lincolnshire, uk",english319,english,male,1138,uk,20.13469387755102,11025.0,29.683912651204523
50.0,0.0,"fresno, california, usa",english32,english,famale,91,usa,22.53439909297052,22050.0,30.509786576499714
59.0,0.0,"maryland county, liberia",english320,english,famale,1162,liberia,41.67038548752834,22050.0,30.325946275910923
52.0,0.0,"brooklyn, new york, usa",english321,english,male,1163,usa,19.85281179138322,22050.0,32.07919807155216
29.0,0.0,"yorkton, saskatchewan, canada",english322,english,male,1172,canada,19.09469387755102,22050.0,30.358292634444368
31.0,0.0,"regina, saskatchewan, canada",english323,english,famale,1173,canada,18.180408163265305,22050.0,30.94400654087792
28.0,0.0,"st. marys, ontario, canada",english324,english,male,1174,canada,17.697913832199546,22050.0,30.578460084774775
32.0,0.0,"reading, pennsylvania, usa",english325,english,male,1176,usa,25.7865306122449,22050.0,32.89290455511175
53.0,0.0,"fairborn, ohio, usa",english326,english,male,1188,usa,19.642585034013607,22050.0,32.765263134166844
27.0,0.0,"dunedin, florida, usa",english327,english,male,1205,usa,22.0,22050.0,31.192639374309223
23.0,0.0,"hollywood, florida, usa",english328,english,famale,1206,usa,18.38784580498866,22050.0,30.366664588333624
21.0,0.0,"boise, idaho, usa",english329,english,famale,1207,usa,22.533219954648526,22050.0,27.37313771894694
21.0,0.0,"san diego, california, usa",english33,english,male,92,usa,26.810521541950113,22050.0,33.0630883042761
18.0,0.0,"augusta, georgia, usa",english330,english,famale,1208,usa,21.084854166666666,24000.0,30.342744174986308
28.0,0.0,"perth, australia",english331,english,famale,1209,australia,20.75,22050.0,28.827211171392428
20.0,0.0,"baltimore, maryland, usa",english332,english,famale,1212,usa,23.08,22050.0,32.61741619865322
32.0,0.0,"spokane, washington, usa",english333,english,famale,1214,usa,17.994739229024944,22050.0,31.569905566798433
18.0,0.0,"derby, england, uk",english334,english,famale,1215,uk,27.871904761904762,22050.0,33.56779222982289
6.0,0.0,"washington, district of columbia, usa",english335,english,male,1216,usa,28.99827664399093,22050.0,29.772923032233454
46.0,0.0,"baltimore, maryland, usa",english336,english,famale,1217,usa,22.814399092970522,22050.0,33.47769480079157
84.0,0.0,"jersey city, new jersey, usa",english337,english,famale,1218,usa,24.832403628117913,22050.0,28.51280072188962
53.0,0.0,"sydney, australia",english338,english,famale,1219,australia,20.432403628117914,22050.0,32.19148740897444
54.0,0.0,"chicago, illinois, usa",english339,english,male,1220,usa,27.225396825396825,22050.0,32.11744933552527
18.0,0.0,"ronkonkoma, new york, usa",english34,english,famale,93,usa,17.672562358276643,22050.0,32.14878312964422
19.0,0.0,"charleston, west virginia, usa",english340,english,male,1222,usa,18.423208333333335,24000.0,31.882542950441874
23.0,0.0,"new york, new york, usa",english341,english,famale,1224,usa,18.908979591836733,22050.0,32.132391526047655
33.0,0.0,"kansas city, missouri, usa",english342,english,male,1225,usa,16.809833333333334,24000.0,31.97890989362115
23.0,0.0,"portland, maine, usa",english343,english,male,1226,usa,21.925238095238097,22050.0,29.960655414224956
19.0,0.0,"lumberton, north carolina, usa",english344,english,famale,1232,usa,24.72206349206349,22050.0,32.371367573563255
20.0,0.0,"kansas city, missouri, usa",english345,english,male,1233,usa,21.208480725623584,22050.0,29.932991474615438
60.0,0.0,"east hartford, connecticut, usa",english346,english,male,1235,usa,25.717120181405896,22050.0,32.86093652470698
22.0,0.0,"burnsville, minnesota, usa",english347,english,famale,1236,usa,24.382585034013605,22050.0,32.07356806699826
20.0,0.0,"las pinas, philippines",english348,english,famale,1237,philippines,19.844353741496597,22050.0,28.360695424963215
24.0,0.0,"warrenton, virginia, usa",english349,english,famale,1239,usa,22.720725623582766,22050.0,32.522293989928414
60.0,0.0,"milwaukee, wisconsin, usa",english35,english,famale,94,usa,21.283877551020407,22050.0,32.48034625079395
18.0,0.0,"polesworth, staffordshire, uk",english350,english,famale,1241,uk,23.342312925170067,22050.0,29.854855703556552
37.0,0.0,"carthage, missouri, usa",english351,english,male,1242,usa,21.983673469387757,22050.0,29.450013054839204
25.0,0.0,"singapore, singapore",english352,english,male,1243,singapore,28.600702947845804,22050.0,31.616467343887088
18.0,0.0,"saskatoon, saskatchewan, canada",english353,english,male,1246,canada,20.305850340136054,22050.0,31.642149262731678
23.0,0.0,"christchurch, new zealand",english354,english,famale,1250,new zealand,21.857823129251702,22050.0,31.34374195102417
19.0,0.0,"los angeles, california, usa",english355,english,male,1256,usa,26.78421768707483,22050.0,32.39314037206547
23.0,0.0,"morden, manitoba, canada",english356,english,famale,1257,canada,20.310113378684807,22050.0,30.123080397298367
24.0,0.0,"alto, georgia, usa",english357,english,male,1258,usa,20.314541666666667,24000.0,29.17364996520634
19.0,0.0,"fredericton, new brunswick, canada",english358,english,male,1259,canada,22.43,22050.0,31.321942492663553
32.0,0.0,"sackville, new brunswick, canada",english359,english,male,1276,canada,22.47825396825397,22050.0,32.65065048569887
60.0,0.0,"arcadia, wisconsin, usa",english36,english,male,95,usa,20.98560090702948,22050.0,31.993404524575077
19.0,0.0,"erie, pennsylvania, usa",english360,english,famale,1277,usa,24.060725623582766,22050.0,31.088833036149694
20.0,0.0,"burnsville, minnesota, usa",english361,english,famale,1280,usa,30.209160997732425,22050.0,30.763456910903756
21.0,0.0,"cork, ireland",english362,english,male,1281,ireland,20.93278911564626,22050.0,26.212626321771083
20.0,0.0,"castle donington, uk",english363,english,male,1287,uk,21.77312925170068,22050.0,33.34735326259801
28.0,0.0,"sydney, australia",english364,english,famale,1288,australia,25.081904761904763,22050.0,30.583338965947874
52.0,0.0,"oxford, uk",english365,english,male,1292,uk,22.88002267573696,22050.0,32.19478270604996
25.0,0.0,"bournesmouth, uk",english366,english,famale,1293,uk,25.773333333333333,22050.0,32.41105119505814
25.0,0.0,"birkenhead, uk",english367,english,famale,1294,uk,21.534897959183674,22050.0,30.711130164783945
43.0,0.0,"strattford-on-avon, uk",english368,english,male,1295,uk,24.908027210884352,22050.0,32.46271293573965
27.0,0.0,"mcminnville, oregon, usa",english369,english,male,1297,usa,18.84011337868481,22050.0,29.754443843831613
28.0,0.0,"yole, india",english37,english,famale,96,india,26.708344671201814,22050.0,32.32607091748728
22.0,0.0,"pondicherry, india",english370,english,male,1302,india,24.582708333333333,24000.0,33.107367578205036
27.0,0.0,"colorado springs, colorado, usa",english371,english,famale,1303,usa,19.17235827664399,22050.0,32.697004805615954
80.0,0.0,"christiansburg, virginia, usa",english372,english,male,1307,usa,32.419659863945576,22050.0,27.098526059153283
22.0,0.0,"russellville, kentucky, usa",english373,english,male,1308,usa,20.34106575963719,22050.0,31.714254587308126
36.0,0.0,"milford haven, wales, uk",english374,english,male,1310,uk,19.935102040816325,22050.0,29.692144194842854
28.0,0.0,"manchester, connecticut, usa",english375,english,male,1312,usa,20.068956916099772,22050.0,31.238593811316278
46.0,0.0,"pasadena, california, usa",english376,english,male,1315,usa,21.674149659863946,22050.0,27.430211835020035
32.0,0.0,"trenton, michigan, usa",english377,english,famale,1319,usa,17.388503401360545,22050.0,30.928259447751415
38.0,0.0,"silver spring, maryland, usa",english378,english,famale,1320,usa,19.170861678004535,22050.0,29.840712510820797
43.0,0.0,"summit, new jersey, usa",english379,english,male,1321,usa,21.376077097505668,22050.0,29.561881911792582
27.0,0.0,"littlehampton, uk",english38,english,male,97,uk,23.726167800453513,22050.0,30.44551657066382
34.0,0.0,"roanoke, virginia, usa",english380,english,famale,1323,usa,20.480498866213154,22050.0,31.553978744493957
85.0,0.0,"pike county, kentucky, usa",english381,english,male,1324,usa,37.33990929705215,22050.0,31.86358415324051
34.0,0.0,"arlington, virginia, usa",english382,english,male,1325,usa,28.192857142857143,22050.0,32.1207453525411
32.0,0.0,"washington, district of columbia, usa",english383,english,famale,1326,usa,20.327142857142857,22050.0,32.562722299170005
57.0,0.0,"williamson, west virginia, usa",english384,english,male,1327,usa,25.009115646258504,22050.0,32.94038117465361
77.0,0.0,"mcveigh, kentucky, usa",english385,english,famale,1328,usa,35.409410430839,22050.0,34.29021047700759
56.0,0.0,"los angeles, california, usa",english386,english,famale,1330,usa,24.261043083900226,22050.0,31.430868767913374
21.0,0.0,"lancaster, california, usa",english387,english,famale,1331,usa,20.574195011337867,22050.0,32.016999909360244
70.0,0.0,"bluefield, west virginia, usa",english388,english,famale,1332,usa,31.11671201814059,22050.0,32.77522575338558
71.0,0.0,"aldie, virginia, usa",english389,english,famale,1333,usa,25.296281179138322,22050.0,31.66894034088273
59.0,0.0,"new orleans, louisiana, usa",english39,english,famale,98,usa,22.76716553287982,22050.0,32.37957286191859
74.0,0.0,"milwaukee, wisconsin, usa",english390,english,male,1334,usa,38.85943310657596,22050.0,33.996187090458086
84.0,0.0,"milton, florida, usa",english391,english,famale,1335,usa,32.12863945578231,22050.0,32.54293087763701
62.0,0.0,"warrenton, virginia, usa",english392,english,male,1336,usa,41.52956916099773,22050.0,29.711389620568053
58.0,0.0,"washington, district of columbia, usa",english393,english,famale,1337,usa,26.548367346938775,22050.0,33.13333680407281
82.0,0.0,"aiken, south carolina, usa",english394,english,famale,1339,usa,28.7612925170068,22050.0,29.488719870814982
39.0,0.0,"alexandria, virginia, usa",english395,english,male,1340,usa,22.271360544217686,22050.0,31.749073563110663
48.0,0.0,"orange, virginia, usa",english396,english,famale,1341,usa,30.64551020408163,22050.0,30.79510631947921
76.0,0.0,"wadesboro, north carolina, usa",english397,english,famale,1342,usa,34.02820861678005,22050.0,32.62705216577657
83.0,0.0,"salisbury, north carolina, usa",english398,english,famale,1343,usa,36.19308390022676,22050.0,33.32738887647591
80.0,0.0,"la grange, georgia, usa",english399,english,famale,1345,usa,33.58700680272109,22050.0,33.21763247409516
53.0,0.0,"saint anne's bay, jamaica",english4,english,famale,99,jamaica,35.97403628117914,22050.0,32.928438321001046
53.0,0.0,"dudley, uk",english40,english,male,100,uk,25.68126984126984,22050.0,33.39887289101228
59.0,0.0,"shanklin, isle of wight, uk",english400,english,famale,1348,uk,22.912403628117914,22050.0,32.65512396692297
26.0,0.0,"lucerne, switzerland",english401,english,male,1349,switzerland,19.112789115646258,22050.0,31.33646380156555
26.0,0.0,"canberra, australia",english402,english,famale,1350,australia,22.92560090702948,22050.0,30.705009961471426
29.0,0.0,"sydney, australia",english403,english,famale,1351,australia,26.78764172335601,22050.0,31.555024587829305
29.0,0.0,"windsor, australia",english404,english,male,1352,australia,20.414625850340137,22050.0,31.421475873671668
32.0,0.0,"geelong, australia",english405,english,famale,1353,australia,21.945375,24000.0,34.05849969691108
24.0,0.0,"pensacola, florida, usa",english406,english,famale,1358,usa,20.129931972789116,22050.0,31.30217805185875
47.0,0.0,"windsor, ontario, canada",english407,english,male,1360,canada,25.641678004535148,22050.0,28.661733402879058
64.0,0.0,"lynwood, california, usa",english408,english,male,1361,usa,24.706462585034014,22050.0,28.43695763903211
60.0,0.0,"maitland, australia",english409,english,famale,1362,australia,23.61408163265306,22050.0,29.60253524998769
44.0,0.0,"wellington, new zealand",english41,english,male,101,new zealand,24.688072562358276,22050.0,32.20603783813481
35.0,0.0,"hamilton, new zealand",english410,english,male,1363,new zealand,25.727278911564625,22050.0,32.97409318224591
26.0,0.0,"washington, district of columbia, usa",english411,english,famale,1371,usa,24.688344671201815,22050.0,31.441231376199443
31.0,0.0,"washington, district of columbia, usa",english412,english,famale,1372,usa,19.436326530612245,22050.0,33.055479055176164
20.0,0.0,"manchester, england, uk",english413,english,famale,1373,uk,23.94263038548753,11025.0,32.74385281542759
30.0,0.0,"woonsocket, rhode island, usa",english414,english,famale,1374,usa,21.64530612244898,22050.0,29.309073768204826
32.0,0.0,"woonsocket, rhode island, usa",english415,english,male,1375,usa,20.886666666666667,22050.0,31.49008447338864
34.0,0.0,"sydney, australia",english416,english,male,1377,australia,23.81995464852608,11025.0,
20.0,0.0,"cardiff, wales, uk",english417,english,famale,1380,uk,21.09362811791383,22050.0,32.007528887050846
29.0,0.0,"arlington, virginia",english418,english,male,1384,virginia,29.975192743764172,22050.0,32.343476420330475
27.0,0.0,"youngstown, ohio, usa",english419,english,male,1385,usa,26.582993197278913,22050.0,32.43801837448351
65.0,0.0,"nigel, south africa",english42,english,male,102,south africa,23.579863945578232,22050.0,32.044871369875764
21.0,0.0,"auckland, new zealand",english420,english,male,1387,new zealand,20.409083333333335,24000.0,33.56242069065456
38.0,0.0,"landstuhl, germany",english421,english,male,1388,germany,21.28108843537415,22050.0,32.56575225576541
31.0,0.0,"rochester, new york, usa",english422,english,male,1390,usa,21.852244897959185,22050.0,32.09702057970431
24.0,0.0,"baltimore, maryland, usa",english423,english,famale,1395,usa,23.50455782312925,22050.0,31.414071950462933
75.0,0.0,"danville, virginia, usa",english424,english,male,1409,usa,23.723537414965985,22050.0,30.357399504998558
31.0,0.0,"danville, virginia, usa",english425,english,male,1410,usa,19.005532879818595,22050.0,29.041957254717286
30.0,0.0,"florence, south carolina, usa",english426,english,famale,1411,usa,21.272108843537413,22050.0,30.288122169310864
68.0,0.0,"hanover, pennsylvania, usa",english427,english,famale,1412,usa,17.03183673469388,22050.0,31.590662895095825
55.0,0.0,"kingstree, south carolina, usa",english428,english,famale,1413,usa,23.359274376417233,22050.0,29.940259807885013
19.0,0.0,"philadelphia, pennsylvania, usa",english429,english,famale,1416,usa,21.32108843537415,22050.0,29.48773121017095
47.0,0.0,"vancouver, british columbia, canada",english43,english,male,103,canada,21.313514739229024,22050.0,31.79414346601231
23.0,0.0,"melbourne, australia",english430,english,famale,1419,australia,20.933333333333334,22050.0,30.425338772744137
23.0,0.0,"green bay, wisconsin, usa",english431,english,famale,1423,usa,20.354104308390024,22050.0,26.746645401411335
22.0,0.0,"dublin, ireland",english432,english,famale,1428,ireland,21.687437641723356,22050.0,30.920063215957967
32.0,0.0,"gladwin, michigan, usa",english433,english,famale,1430,usa,21.17843537414966,22050.0,29.31839297290577
24.0,0.0,"kansas city, kansas, usa",english434,english,male,1469,usa,19.319002267573698,22050.0,32.75501147515955
20.0,0.0,"palm springs, california, usa",english435,english,famale,1471,usa,20.60910416666667,24000.0,30.91034545819906
19.0,0.0,"freeport, the bahamas",english436,english,famale,1475,the bahamas,29.98861678004535,22050.0,30.909045809700704
21.0,0.0,"cleveland, ohio, usa",english437,english,male,1477,usa,21.418344671201815,22050.0,30.131023945360376
20.0,0.0,"houston, texas, usa",english438,english,famale,1492,usa,28.025691609977326,22050.0,31.043415609163468
18.0,0.0,"richmond, british columbia, canada",english439,english,famale,1493,canada,22.482267573696145,22050.0,28.941433164292043
63.0,0.0,"winston salem, north carolina, usa",english44,english,famale,104,usa,24.24421768707483,22050.0,30.73399175530126
22.0,0.0,"glasgow, scotland, uk",english440,english,famale,1502,uk,23.212176870748298,22050.0,31.872205663075924
19.0,0.0,"oquawka, illinois, usa",english441,english,famale,1524,usa,24.43784580498866,22050.0,30.362765429498182
23.0,0.0,"salisbury mills, new york, usa",english442,english,male,1528,usa,17.980045351473922,22050.0,30.6797671894163
31.0,0.0,"fort collins, colorado, usa",english443,english,male,1530,usa,24.489160997732426,22050.0,30.592584838196196
24.0,0.0,"anniston, alabama, usa",english444,english,male,1531,usa,22.078843537414965,22050.0,30.48166871321503
60.0,0.0,"san francisco, california, usa",english445,english,male,1532,usa,28.740020833333332,24000.0,30.455990924594538
23.0,0.0,"moorhead, minnesota, usa",english446,english,famale,1533,usa,19.591836734693878,22050.0,31.039736454789843
21.0,0.0,"hartford, connecticut, usa",english447,english,male,1534,usa,22.40687074829932,22050.0,33.056860902451504
20.0,0.0,"isle of arran, scotland, uk",english448,english,male,1536,uk,21.848526077097507,22050.0,32.79588314032863
27.0,0.0,"barton, vermont, usa",english449,english,male,1538,usa,22.40700680272109,22050.0,31.397124474350186
52.0,0.0,"pine bluff, arkansas, usa",english45,english,male,105,usa,31.36206349206349,22050.0,32.02661116654137
26.0,0.0,"windsor, uk",english450,english,male,1544,uk,23.451678004535147,22050.0,32.934926395526446
44.0,0.0,"hazlehurst, georgia, usa",english451,english,male,1546,usa,26.5,22050.0,31.58302802102859
24.0,0.0,"newcastle, australia",english452,english,male,1547,australia,18.622958333333333,24000.0,29.83094127985992
21.0,0.0,"chicago, illinois, usa",english453,english,famale,1548,usa,21.92532879818594,22050.0,31.883003599856735
19.0,0.0,"raleigh, north carolina, usa",english454,english,famale,1550,usa,22.761995464852607,11025.0,32.45510974581218
29.0,0.0,"washington, dc, usa",english455,english,famale,1552,usa,21.104126984126985,22050.0,30.824673092514438
37.0,0.0,"lancashire, leyland, uk",english456,english,famale,1554,uk,21.00176870748299,22050.0,31.735961427335194
43.0,0.0,"syracuse, new york, usa",english457,english,male,1555,usa,23.858979591836736,22050.0,28.68519927844499
22.0,0.0,"reno, nevada, usa",english458,english,famale,1559,usa,17.7146485260771,22050.0,33.29449128099212
19.0,0.0,"charlotte, north carolina, usa",english459,english,male,1560,usa,23.008798185941043,22050.0,31.508963214683725
73.0,0.0,"creswell, north carolina, usa",english46,english,male,106,usa,25.878639455782313,22050.0,31.98340327982826
19.0,0.0,"rutland, england, uk",english460,english,famale,1561,uk,19.953219954648524,22050.0,31.169274199432717
44.0,0.0,"poughkeepsie, new york, usa",english461,english,famale,1563,usa,21.43888888888889,22050.0,32.39869661225346
20.0,0.0,"paducah, kentucky, usa",english462,english,male,1564,usa,23.50589569160998,22050.0,32.41995893275483
53.0,0.0,"brooklyn, new york, usa",english463,english,famale,1571,usa,21.274126984126983,22050.0,31.93686528085831
27.0,0.0,"ottawa, ontario, canada",english464,english,male,1618,canada,20.73253968253968,22050.0,31.68384835044527
20.0,0.0,"aylesbury, buckinghamshire, uk",english465,english,male,1635,uk,21.399183673469388,22050.0,30.954562430636024
18.0,0.0,"portland, maine, usa",english466,english,male,1637,usa,21.123106575963718,22050.0,31.262980239212993
23.0,1.0,"pozzuoli, italy",english467,english,male,1639,italy,20.619319727891156,22050.0,31.368817103586505
30.0,0.0,"myrtle beach, south carolina, usa",english468,english,male,1640,usa,22.720362811791382,22050.0,31.57663379769934
22.0,0.0,"knoxville, tennessee, usa",english469,english,male,1641,usa,21.118548752834467,22050.0,32.615430750162815
76.0,0.0,"plantersville, arkansas, usa",english47,english,famale,107,usa,25.135600907029477,22050.0,31.65965661886869
21.0,0.0,"leighton buzzard, uk",english470,english,male,1642,uk,20.644943310657595,22050.0,31.222916720406786
26.0,0.0,"calgary, alberta, canada",english471,english,famale,1648,canada,24.90113378684807,22050.0,31.49686530426322
26.0,0.0,"rota, spain",english472,english,male,1649,spain,18.156666666666666,22050.0,32.176149287699936
20.0,0.0,"nottingham, uk",english473,english,male,1650,uk,21.213333333333335,22050.0,33.19358537582135
33.0,0.0,"rochester, minnesota, usa",english474,english,famale,1656,usa,23.701995464852608,22050.0,33.212664747505514
29.0,0.0,"ogden, utah, usa",english475,english,famale,1657,usa,19.280884353741495,22050.0,31.289785631179857
64.0,0.0,"manchester, new hampshire, usa",english476,english,famale,1658,usa,23.06031746031746,22050.0,33.58005854645996
31.0,0.0,"san diego, california, usa",english477,english,famale,1659,usa,27.84140589569161,22050.0,30.29538889437368
19.0,0.0,"sydney, nova scotia, canada",english478,english,male,1661,canada,18.888049886621314,22050.0,31.431234575650713
64.0,0.0,"new york, new york, usa",english479,english,famale,1664,usa,22.798662131519276,22050.0,31.716541006119883
26.0,0.0,"port moresby, national capital district, papua new guinea",english48,english,male,108,papua new guinea,25.122063492063493,22050.0,29.66568913225169
58.0,0.0,"winston-salem, north carolina, usa",english480,english,male,1665,usa,25.867301587301586,22050.0,32.68809243065009
88.0,0.0,"stringtown, oklahoma, usa",english481,english,famale,1666,usa,35.054807256235826,22050.0,32.855693166347486
74.0,0.0,"yeadon, pennsylvania, usa",english482,english,famale,1667,usa,28.63142857142857,22050.0,32.72263918716658
19.0,0.0,"boston, massachusetts, usa",english483,english,male,1668,usa,18.75378684807256,22050.0,30.70244053093415
24.0,0.0,"dublin, ireland",english484,english,male,1672,ireland,22.51172335600907,22050.0,32.41448787156416
20.0,0.0,"cromwell, connecticut, usa",english485,english,male,1674,usa,24.90340136054422,22050.0,30.51693177180311
53.0,0.0,"corentyne, guyana",english486,english,famale,1683,guyana,26.672290249433107,22050.0,30.20117030500507
22.0,0.0,"london, uk",english487,english,famale,1688,uk,18.52308390022676,22050.0,32.74922218068927
35.0,0.0,"irvine, scotland, uk",english488,english,famale,1692,uk,27.150045351473924,22050.0,31.45962759008387
46.0,0.0,"kingston, jamaica",english489,english,famale,1694,jamaica,33.72455782312925,22050.0,30.182174671628058
43.0,0.0,"castro valley, california, usa",english49,english,male,109,usa,23.312834467120183,22050.0,32.075891350723815
18.0,0.0,"auckland, new zealand",english490,english,male,1709,new zealand,21.340884353741497,22050.0,29.986888075313274
79.0,0.0,"westmoreland, jamaica",english491,english,famale,1713,jamaica,33.01077097505669,22050.0,29.070276797969342
22.0,0.0,"omaha, nebraska, usa",english492,english,famale,1716,usa,21.4761875,24000.0,30.80808587968545
20.0,0.0,"miami, florida, usa",english493,english,male,1718,usa,21.322766439909298,22050.0,29.074472002142752
27.5,0.0,"findlay, ohio, usa",english494,english,male,1719,usa,22.06251700680272,22050.0,31.400186369854666
21.0,0.0,"kirkland, washington, usa",english495,english,male,1720,usa,21.21485260770975,22050.0,35.74401333765019
20.0,0.0,"london, england, uk",english496,english,male,1724,uk,22.49231292517007,22050.0,32.8117441216558
22.0,0.0,"cleveland, ohio, usa",english497,english,male,1726,usa,31.75687074829932,22050.0,30.138673252466518
27.0,0.0,"prince george, british columbia, canada",english498,english,male,1727,canada,27.79324263038549,22050.0,31.19102608546072
21.0,0.0,"st. paul, minnesota, usa",english499,english,famale,1728,usa,19.24031746031746,22050.0,30.700131190250268
62.0,0.0,"fairfax, virginia, usa",english5,english,male,110,usa,29.739909297052154,22050.0,32.261335421107475
29.0,0.0,"baltic, south dakota, usa",english50,english,famale,111,usa,23.281156462585034,22050.0,28.52435599455586
38.0,0.0,"albury, new south wales, australia",english500,english,male,1733,australia,23.091360544217686,22050.0,31.175532818916736
64.0,0.0,"pittsburgh, pennsylvania, usa",english501,english,famale,1734,usa,26.03918367346939,22050.0,30.58585285053917
30.0,0.0,"farmington hills, michigan, usa",english502,english,famale,1735,usa,21.209138321995464,22050.0,30.97135170413953
29.0,0.0,"benin city, nigeria",english503,english,famale,1739,nigeria,36.751995464852605,22050.0,30.386695024248333
25.0,0.0,"west palm beach, florida, usa",english504,english,male,1786,usa,23.135646258503403,22050.0,31.45973235848882
50.0,0.0,"beirut, lebanon",english505,english,famale,1798,lebanon,26.9815873015873,22050.0,33.17858741004774
30.0,0.0,"new orleans, louisiana, usa",english506,english,famale,1799,usa,26.284988662131518,22050.0,32.33464493180929
21.0,0.0,"accra, ghana",english507,english,male,1800,ghana,21.942857142857143,22050.0,30.90514781966261
20.0,0.0,"winfield, illinois, usa",english508,english,famale,1801,usa,23.057414965986396,22050.0,32.48786719305519
44.0,0.0,"coudersport, pennsylvania, usa",english509,english,famale,1802,usa,30.139501133786847,22050.0,33.287201317277145
67.0,0.0,"detroit, michigan, usa",english51,english,male,112,usa,23.741655328798185,22050.0,31.058415266681834
66.0,0.0,"philadelphia, pennsylvania, usa",english510,english,famale,1803,usa,24.195034013605444,22050.0,32.5672606576465
31.0,0.0,"montgomery, alabama, usa",english511,english,famale,1818,usa,21.21249433106576,22050.0,31.469419343743002
54.0,0.0,"salina, kansas, usa",english512,english,famale,1819,usa,21.97625850340136,22050.0,31.98258119678814
52.0,0.0,"bocas del toro, panama",english513,english,famale,1856,panama,30.75360544217687,22050.0,30.499712052231533
57.0,0.0,"youngstown, ohio, usa",english514,english,male,1872,usa,22.386938775510203,22050.0,30.114387102312993
55.0,0.0,"youngstown, ohio, usa",english515,english,famale,1873,usa,20.900113378684807,22050.0,30.515901259741533
32.0,0.0,"dripping springs, texas, usa",english516,english,famale,1875,usa,21.482244897959184,22050.0,32.5374498725091
33.0,0.0,"colorado springs, colorado, usa",english517,english,male,1876,usa,17.55560090702948,22050.0,30.80861427316394
24.0,0.0,"kells, meath, ireland",english518,english,male,1878,ireland,17.716825396825396,22050.0,31.63627674813346
18.0,1.0,"karachi, pakistan",english519,english,famale,1882,pakistan,25.588390022675735,22050.0,32.14830708165777
20.0,0.0,"calgary, alberta, canada",english52,english,male,113,canada,25.122902494331065,22050.0,31.763222451152423
47.0,0.0,"st. paul, minnesota, usa",english520,english,famale,1884,usa,26.261768707482993,22050.0,30.160080707526845
25.0,0.0,"bethesda, maryland, usa",english521,english,famale,1886,usa,22.445668934240363,22050.0,33.02635909706137
22.0,0.0,"bethpage, new york, usa",english522,english,famale,1887,usa,18.632721088435375,22050.0,32.587297204312705
18.0,0.0,"madison, wisconsin, usa",english523,english,famale,1888,usa,19.4118820861678,22050.0,31.485961064962538
19.0,0.0,"downers grove, illinois, usa",english524,english,male,1890,usa,22.396485260770977,22050.0,33.17192505248375
18.0,0.0,"albion, new york, usa",english525,english,famale,1893,usa,22.639455782312925,22050.0,30.870286356246545
20.0,0.0,"woodbridge, virginia, usa",english526,english,male,1895,usa,22.709115646258503,22050.0,31.67804795908278
25.0,0.0,"wynnewood, pennsylvania, usa",english527,english,famale,1907,usa,21.408798185941045,22050.0,32.32988328600072
52.0,0.0,"green bay, wisconsin, usa",english528,english,famale,1908,usa,23.127074829931974,22050.0,32.51810464774416
29.0,0.0,"burlington, vermont, usa",english529,english,famale,1925,usa,19.156462585034014,22050.0,32.14718678890137
63.0,0.0,"syracuse, new york, usa",english53,english,male,114,usa,23.962993197278912,22050.0,30.692533372750734
50.0,0.0,"detroit, michigan, usa",english530,english,famale,1926,usa,25.774149659863944,22050.0,32.4585259365544
29.0,0.0,"nokesville, virginia, usa",english531,english,famale,1928,usa,23.022585034013606,22050.0,32.21974235599613
23.0,0.0,"bristol, connecticut, usa",english532,english,famale,1933,usa,21.269478458049885,22050.0,32.34704127378144
38.0,0.0,"fairfax, virginia, usa",english533,english,famale,1934,usa,24.938231292517006,22050.0,32.03672571821624
29.0,0.0,"mineola, new york, usa",english534,english,famale,1951,usa,26.33142857142857,22050.0,32.05396712501822
22.0,0.0,"plymouth, massachusetts, usa",english535,english,famale,1955,usa,19.22612244897959,22050.0,31.591700825508603
21.0,0.0,"richmond, virginia, usa",english536,english,famale,1956,usa,20.921179138321996,22050.0,31.68752594489057
21.0,0.0,"woodbridge, virginia, usa",english537,english,famale,1957,usa,23.219954648526077,22050.0,32.90343232248339
20.0,0.0,"lyndhurst, virginia, usa",english538,english,famale,1958,usa,25.495510204081633,22050.0,32.439420429694174
19.0,0.0,"orange county, california, usa",english539,english,famale,1959,usa,19.388662131519276,22050.0,30.252308323270924
40.0,0.0,"new albany, indiana, usa",english54,english,famale,115,usa,23.26639455782313,22050.0,32.37798584559638
18.0,0.0,"arlington, virginia, usa",english540,english,famale,1960,usa,20.433560090702947,22050.0,31.28423914866941
27.0,0.0,"fort lauderdale, florida, usa",english541,english,famale,1961,usa,21.962426303854876,22050.0,30.886260808018484
